ID,PRODUCT,SEGMENT,SCORE
APP201250,Personal Loan,Salaried,687
APP201251,Nano Loan,NewToCredit,573
APP201252,Nano Loan,MicroBiz,577
APP201253,Personal Loan,MicroBiz,617
APP201254,Personal Loan,Informal,482
APP201255,Nano Loan,NewToCredit,624
APP201256,Personal Loan,SelfEmployed,808
APP201257,Personal Loan,Salaried,739
APP201258,Personal Loan,Salaried,751
APP201259,Personal Loan,Salaried,640
APP201260,Personal Loan,Salaried,534
APP201261,Nano Loan,Existing,788
APP201262,Nano Loan,MicroBiz,622
APP201263,Personal Loan,SelfEmployed,679
APP201264,Personal Loan,Existing,523
APP201265,Personal Loan,Salaried,592
APP201266,Personal Loan,Salaried,705
APP201267,Nano Loan,MicroBiz,569
APP201268,Nano Loan,Salaried,646
APP201269,Nano Loan,MicroBiz,627
APP201270,Personal Loan,SelfEmployed,645
APP201271,Personal Loan,SelfEmployed,793
APP201272,Personal Loan,NewToCredit,637
APP201273,Nano Loan,MicroBiz,422
APP201274,Personal Loan,Salaried,900
APP201275,Personal Loan,MicroBiz,557
APP201276,Personal Loan,SelfEmployed,647
APP201277,Personal Loan,Salaried,664
APP201278,Personal Loan,NewToCredit,878
APP201279,Personal Loan,Salaried,841
APP201280,Personal Loan,Salaried,720
APP201281,Personal Loan,Informal,578
APP201282,Personal Loan,MicroBiz,457
APP201283,Personal Loan,Salaried,656
APP201284,Personal Loan,Salaried,624
APP201285,Personal Loan,Salaried,637
APP201286,Nano Loan,Existing,820
APP201287,Personal Loan,Salaried,666
APP201288,Nano Loan,Existing,633
APP201289,Nano Loan,SelfEmployed,537
APP201290,Personal Loan,Existing,780
APP201291,Personal Loan,SelfEmployed,579
APP201292,Personal Loan,Salaried,671
APP201293,Nano Loan,MicroBiz,633
APP201294,Nano Loan,MicroBiz,574
APP201295,Personal Loan,SelfEmployed,782
APP201296,Nano Loan,Existing,558
APP201297,Personal Loan,Informal,497
APP201298,Personal Loan,Existing,501
APP201299,Personal Loan,SelfEmployed,563
APP201300,Personal Loan,Existing,774
APP201301,Personal Loan,NewToCredit,542
APP201302,Personal Loan,NewToCredit,662
APP201303,Nano Loan,Informal,557
APP201304,Nano Loan,NewToCredit,529
APP201305,Personal Loan,Salaried,653
APP201306,Nano Loan,NewToCredit,500
APP201307,Nano Loan,MicroBiz,534
APP201308,Nano Loan,Informal,480
APP201309,Personal Loan,Existing,563
APP201310,Personal Loan,SelfEmployed,459
APP201311,Personal Loan,SelfEmployed,596
APP201312,Nano Loan,MicroBiz,622
APP201313,Nano Loan,Informal,524
APP201314,Personal Loan,NewToCredit,421
APP201315,Nano Loan,Informal,541
APP201316,Nano Loan,Informal,502
APP201317,Nano Loan,MicroBiz,508
APP201318,Personal Loan,Salaried,756
APP201319,Nano Loan,NewToCredit,647
APP201320,Personal Loan,SelfEmployed,655
APP201321,Personal Loan,Salaried,742
APP201322,Nano Loan,SelfEmployed,643
APP201323,Nano Loan,Existing,638
APP201324,Nano Loan,MicroBiz,771
APP201325,Nano Loan,MicroBiz,648
APP201326,Nano Loan,Existing,682
APP201327,Personal Loan,Salaried,878
APP201328,Personal Loan,SelfEmployed,740
APP201329,Personal Loan,Salaried,583
APP201330,Nano Loan,Existing,444
APP201331,Personal Loan,Salaried,717
APP201332,Personal Loan,Salaried,726
APP201333,Nano Loan,NewToCredit,550
APP201334,Nano Loan,SelfEmployed,621
APP201335,Nano Loan,Informal,551
APP201336,Personal Loan,Salaried,598
APP201337,Personal Loan,Existing,592
APP201338,Nano Loan,Existing,586
APP201339,Personal Loan,SelfEmployed,710
APP201340,Personal Loan,SelfEmployed,580
APP201341,Nano Loan,MicroBiz,552
APP201342,Nano Loan,Informal,532
APP201343,Nano Loan,Informal,434
APP201344,Personal Loan,Salaried,673
APP201345,Nano Loan,MicroBiz,684
APP201346,Personal Loan,Existing,547
APP201347,Nano Loan,Existing,625
APP201348,Nano Loan,NewToCredit,670
APP201349,Nano Loan,MicroBiz,626
APP201350,Nano Loan,MicroBiz,408
APP201351,Nano Loan,Informal,585
APP201352,Personal Loan,SelfEmployed,680
APP201353,Nano Loan,Existing,594
APP201354,Personal Loan,Existing,727
APP201355,Personal Loan,Existing,672
APP201356,Nano Loan,Informal,562
APP201357,Personal Loan,SelfEmployed,585
APP201358,Personal Loan,Salaried,691
APP201359,Nano Loan,MicroBiz,603
APP201360,Personal Loan,Salaried,727
APP201361,Personal Loan,NewToCredit,598
APP201362,Personal Loan,Existing,673
APP201363,Nano Loan,MicroBiz,354
APP201364,Personal Loan,NewToCredit,622
APP201365,Personal Loan,NewToCredit,641
APP201366,Personal Loan,Salaried,729
APP201367,Nano Loan,SelfEmployed,682
APP201368,Nano Loan,Salaried,663
APP201369,Nano Loan,SelfEmployed,730
APP201370,Nano Loan,Existing,649
APP201371,Nano Loan,MicroBiz,576
APP201372,Nano Loan,NewToCredit,582
APP201373,Nano Loan,Informal,416
APP201374,Nano Loan,Informal,556
APP201375,Personal Loan,Salaried,690
APP201376,Nano Loan,SelfEmployed,604
APP201377,Personal Loan,Salaried,729
APP201378,Nano Loan,SelfEmployed,599
APP201379,Personal Loan,Informal,439
APP201380,Personal Loan,NewToCredit,510
APP201381,Personal Loan,NewToCredit,611
APP201382,Personal Loan,Salaried,685
APP201383,Nano Loan,SelfEmployed,561
APP201384,Nano Loan,Informal,539
APP201385,Nano Loan,SelfEmployed,577
APP201386,Nano Loan,Existing,545
APP201387,Nano Loan,Existing,722
APP201388,Personal Loan,Salaried,592
APP201389,Nano Loan,Salaried,798
APP201390,Nano Loan,Informal,496
APP201391,Personal Loan,Existing,664
APP201392,Nano Loan,SelfEmployed,541
APP201393,Personal Loan,MicroBiz,616
APP201394,Nano Loan,NewToCredit,571
APP201395,Personal Loan,SelfEmployed,542
APP201396,Personal Loan,MicroBiz,530
APP201397,Nano Loan,Existing,595
APP201398,Personal Loan,Salaried,756
APP201399,Nano Loan,Salaried,731
APP201400,Personal Loan,Existing,611
APP201401,Personal Loan,MicroBiz,578
APP201402,Personal Loan,Salaried,732
APP201403,Personal Loan,Salaried,847
APP201404,Personal Loan,MicroBiz,522
APP201405,Personal Loan,SelfEmployed,643
APP201406,Personal Loan,NewToCredit,689
APP201407,Personal Loan,Existing,580
APP201408,Personal Loan,Salaried,460
APP201409,Nano Loan,Existing,719
APP201410,Nano Loan,Informal,511
APP201411,Personal Loan,Existing,758
APP201412,Nano Loan,NewToCredit,589
APP201413,Nano Loan,Existing,633
APP201414,Personal Loan,NewToCredit,624
APP201415,Personal Loan,NewToCredit,480
APP201416,Nano Loan,Existing,706
APP201417,Nano Loan,SelfEmployed,570
APP201418,Personal Loan,NewToCredit,662
APP201419,Nano Loan,NewToCredit,573
APP201420,Nano Loan,SelfEmployed,723
APP201421,Nano Loan,Informal,397
APP201422,Personal Loan,Salaried,662
APP201423,Nano Loan,MicroBiz,607
APP201424,Nano Loan,MicroBiz,616
APP201425,Nano Loan,Informal,601
APP201426,Personal Loan,MicroBiz,706
APP201427,Personal Loan,SelfEmployed,663
APP201428,Nano Loan,NewToCredit,618
APP201429,Personal Loan,Existing,858
APP201430,Personal Loan,Salaried,706
APP201431,Personal Loan,Existing,748
APP201432,Personal Loan,Informal,506
APP201433,Nano Loan,MicroBiz,762
APP201434,Nano Loan,MicroBiz,472
APP201435,Nano Loan,Existing,806
APP201436,Personal Loan,Salaried,650
APP201437,Nano Loan,Salaried,678
APP201438,Nano Loan,NewToCredit,447
APP201439,Personal Loan,SelfEmployed,605
APP201440,Nano Loan,Informal,408
APP201441,Nano Loan,NewToCredit,660
APP201442,Nano Loan,Existing,696
APP201443,Personal Loan,NewToCredit,625
APP201444,Nano Loan,SelfEmployed,660
APP201445,Personal Loan,MicroBiz,368
APP201446,Nano Loan,Salaried,647
APP201447,Personal Loan,SelfEmployed,612
APP201448,Personal Loan,Salaried,802
APP201449,Personal Loan,Salaried,726
APP201450,Nano Loan,SelfEmployed,644
APP201451,Nano Loan,NewToCredit,527
APP201452,Personal Loan,Salaried,726
APP201453,Nano Loan,SelfEmployed,516
APP201454,Nano Loan,Informal,557
APP201455,Personal Loan,SelfEmployed,541
APP201456,Personal Loan,Informal,518
APP201457,Personal Loan,Salaried,741
APP201458,Nano Loan,Informal,473
APP201459,Personal Loan,MicroBiz,693
APP201460,Nano Loan,Existing,671
APP201461,Personal Loan,Informal,472
APP201462,Personal Loan,Salaried,753
APP201463,Nano Loan,Informal,426
APP201464,Personal Loan,Salaried,719
APP201465,Nano Loan,Existing,673
APP201466,Nano Loan,Salaried,792
APP201467,Personal Loan,Salaried,736
APP201468,Personal Loan,Salaried,649
APP201469,Personal Loan,MicroBiz,628
APP201470,Personal Loan,Salaried,689
APP201471,Personal Loan,Salaried,695
APP201472,Personal Loan,Salaried,756
APP201473,Nano Loan,Informal,511
APP201474,Nano Loan,SelfEmployed,571
APP201475,Nano Loan,SelfEmployed,804
APP201476,Nano Loan,SelfEmployed,656
APP201477,Personal Loan,SelfEmployed,659
APP201478,Personal Loan,Existing,674
APP201479,Nano Loan,Informal,543
APP201480,Personal Loan,Salaried,814
APP201481,Personal Loan,Salaried,635
APP201482,Personal Loan,Salaried,811
APP201483,Personal Loan,Existing,622
APP201484,Personal Loan,Salaried,717
APP201485,Personal Loan,SelfEmployed,720
APP201486,Personal Loan,SelfEmployed,607
APP201487,Personal Loan,MicroBiz,780
APP201488,Personal Loan,NewToCredit,620
APP201489,Personal Loan,Informal,419
APP201490,Nano Loan,Informal,493
APP201491,Personal Loan,Informal,540
APP201492,Personal Loan,Informal,425
APP201493,Personal Loan,NewToCredit,563
APP201494,Nano Loan,Salaried,592
APP201495,Nano Loan,SelfEmployed,573
APP201496,Personal Loan,SelfEmployed,649
APP201497,Nano Loan,Informal,515
APP201498,Nano Loan,NewToCredit,515
APP201499,Nano Loan,Informal,555
APP201500,Nano Loan,NewToCredit,428
APP201501,Personal Loan,Existing,575
APP201502,Nano Loan,Existing,752
APP201503,Personal Loan,SelfEmployed,764
APP201504,Personal Loan,Salaried,626
APP201505,Personal Loan,NewToCredit,573
APP201506,Nano Loan,Existing,700
APP201507,Personal Loan,Existing,637
APP201508,Nano Loan,MicroBiz,512
APP201509,Nano Loan,NewToCredit,571
APP201510,Nano Loan,SelfEmployed,506
APP201511,Nano Loan,Informal,523
APP201512,Personal Loan,SelfEmployed,640
APP201513,Nano Loan,MicroBiz,585
APP201514,Nano Loan,Informal,520
APP201515,Nano Loan,Informal,459
APP201516,Personal Loan,SelfEmployed,637
APP201517,Nano Loan,Existing,643
APP201518,Personal Loan,Salaried,746
APP201519,Personal Loan,Salaried,493
APP201520,Personal Loan,Salaried,705
APP201521,Personal Loan,NewToCredit,609
APP201522,Nano Loan,MicroBiz,506
APP201523,Nano Loan,SelfEmployed,411
APP201524,Nano Loan,NewToCredit,669
APP201525,Personal Loan,Salaried,595
APP201526,Personal Loan,NewToCredit,570
APP201527,Personal Loan,Salaried,672
APP201528,Nano Loan,Informal,534
APP201529,Personal Loan,Salaried,709
APP201530,Personal Loan,Salaried,741
APP201531,Nano Loan,SelfEmployed,707
APP201532,Personal Loan,NewToCredit,744
APP201533,Nano Loan,MicroBiz,510
APP201534,Personal Loan,Salaried,566
APP201535,Personal Loan,SelfEmployed,580
APP201536,Nano Loan,MicroBiz,496
APP201537,Personal Loan,Salaried,802
APP201538,Personal Loan,NewToCredit,567
APP201539,Nano Loan,SelfEmployed,516
APP201540,Nano Loan,Informal,412
APP201541,Nano Loan,SelfEmployed,521
APP201542,Nano Loan,Salaried,627
APP201543,Personal Loan,MicroBiz,715
APP201544,Personal Loan,Salaried,717
APP201545,Nano Loan,SelfEmployed,554
APP201546,Nano Loan,Existing,672
APP201547,Nano Loan,SelfEmployed,651
APP201548,Nano Loan,NewToCredit,526
APP201549,Personal Loan,SelfEmployed,515
APP201550,Personal Loan,Salaried,755
APP201551,Nano Loan,SelfEmployed,631
APP201552,Personal Loan,NewToCredit,600
APP201553,Personal Loan,Existing,759
APP201554,Nano Loan,MicroBiz,628
APP201555,Nano Loan,NewToCredit,529
APP201556,Personal Loan,SelfEmployed,706
APP201557,Nano Loan,MicroBiz,461
APP201558,Personal Loan,SelfEmployed,633
APP201559,Nano Loan,Existing,621
APP201560,Personal Loan,NewToCredit,525
APP201561,Personal Loan,NewToCredit,712
APP201562,Personal Loan,SelfEmployed,721
APP201563,Nano Loan,SelfEmployed,629
APP201564,Nano Loan,Existing,711
APP201565,Personal Loan,Salaried,694
APP201566,Nano Loan,Existing,585
APP201567,Nano Loan,MicroBiz,545
APP201568,Nano Loan,Informal,398
APP201569,Personal Loan,Informal,507
APP201570,Nano Loan,Existing,699
APP201571,Nano Loan,SelfEmployed,647
APP201572,Nano Loan,SelfEmployed,514
APP201573,Personal Loan,SelfEmployed,622
APP201574,Nano Loan,MicroBiz,507
APP201575,Nano Loan,SelfEmployed,837
APP201576,Nano Loan,MicroBiz,649
APP201577,Nano Loan,SelfEmployed,657
APP201578,Personal Loan,SelfEmployed,651
APP201579,Nano Loan,MicroBiz,594
APP201580,Nano Loan,NewToCredit,542
APP201581,Nano Loan,Salaried,620
APP201582,Personal Loan,SelfEmployed,764
APP201583,Personal Loan,SelfEmployed,630
APP201584,Nano Loan,Existing,498
APP201585,Personal Loan,Salaried,689
APP201586,Nano Loan,Informal,471
APP201587,Personal Loan,Salaried,684
APP201588,Nano Loan,Informal,485
APP201589,Personal Loan,MicroBiz,612
APP201590,Nano Loan,Informal,505
APP201591,Nano Loan,Informal,612
APP201592,Personal Loan,Salaried,641
APP201593,Personal Loan,SelfEmployed,687
APP201594,Nano Loan,Existing,575
APP201595,Personal Loan,Salaried,698
APP201596,Personal Loan,Salaried,665
APP201597,Personal Loan,SelfEmployed,740
APP201598,Nano Loan,NewToCredit,590
APP201599,Personal Loan,Salaried,758
APP201600,Nano Loan,Informal,466
APP201601,Nano Loan,Existing,616
APP201602,Personal Loan,MicroBiz,686
APP201603,Personal Loan,Salaried,651
APP201604,Nano Loan,MicroBiz,646
APP201605,Nano Loan,Existing,727
APP201606,Personal Loan,Existing,654
APP201607,Personal Loan,SelfEmployed,682
APP201608,Personal Loan,SelfEmployed,520
APP201609,Personal Loan,Salaried,679
APP201610,Nano Loan,Informal,561
APP201611,Nano Loan,MicroBiz,556
APP201612,Personal Loan,MicroBiz,588
APP201613,Nano Loan,MicroBiz,519
APP201614,Nano Loan,SelfEmployed,633
APP201615,Nano Loan,Informal,622
APP201616,Personal Loan,NewToCredit,550
APP201617,Nano Loan,NewToCredit,680
APP201618,Personal Loan,Salaried,654
APP201619,Personal Loan,Informal,621
APP201620,Nano Loan,Salaried,660
APP201621,Nano Loan,MicroBiz,499
APP201622,Personal Loan,NewToCredit,609
APP201623,Nano Loan,Existing,738
APP201624,Nano Loan,Informal,495
APP201625,Personal Loan,Existing,578
APP201626,Nano Loan,MicroBiz,494
APP201627,Personal Loan,Existing,752
APP201628,Personal Loan,SelfEmployed,640
APP201629,Nano Loan,Salaried,612
APP201630,Nano Loan,MicroBiz,580
APP201631,Nano Loan,SelfEmployed,626
APP201632,Personal Loan,SelfEmployed,589
APP201633,Personal Loan,NewToCredit,717
APP201634,Nano Loan,Informal,460
APP201635,Nano Loan,Salaried,705
APP201636,Nano Loan,Informal,642
APP201637,Nano Loan,Existing,548
APP201638,Personal Loan,SelfEmployed,757
APP201639,Personal Loan,NewToCredit,672
APP201640,Personal Loan,Existing,652
APP201641,Personal Loan,Salaried,769
APP201642,Nano Loan,Salaried,691
APP201643,Nano Loan,Existing,720
APP201644,Nano Loan,MicroBiz,662
APP201645,Personal Loan,SelfEmployed,561
APP201646,Nano Loan,NewToCredit,583
APP201647,Nano Loan,Informal,636
APP201648,Personal Loan,NewToCredit,728
APP201649,Nano Loan,MicroBiz,594
APP201650,Nano Loan,Informal,615
APP201651,Personal Loan,Salaried,674
APP201652,Personal Loan,SelfEmployed,762
APP201653,Personal Loan,SelfEmployed,771
APP201654,Nano Loan,SelfEmployed,639
APP201655,Personal Loan,Existing,783
APP201656,Personal Loan,SelfEmployed,515
APP201657,Personal Loan,Existing,785
APP201658,Personal Loan,Existing,759
APP201659,Nano Loan,Salaried,707
APP201660,Personal Loan,SelfEmployed,711
APP201661,Personal Loan,Existing,732
APP201662,Personal Loan,Salaried,736
APP201663,Personal Loan,SelfEmployed,797
APP201664,Nano Loan,Salaried,774
APP201665,Personal Loan,NewToCredit,619
APP201666,Nano Loan,Informal,526
APP201667,Nano Loan,MicroBiz,638
APP201668,Personal Loan,Salaried,721
APP201669,Personal Loan,NewToCredit,670
APP201670,Nano Loan,SelfEmployed,817
APP201671,Personal Loan,Existing,817
APP201672,Personal Loan,MicroBiz,747
APP201673,Nano Loan,MicroBiz,571
APP201674,Personal Loan,Salaried,636
APP201675,Nano Loan,SelfEmployed,524
APP201676,Personal Loan,SelfEmployed,740
APP201677,Nano Loan,Informal,725
APP201678,Personal Loan,MicroBiz,597
APP201679,Nano Loan,Informal,571
APP201680,Nano Loan,SelfEmployed,579
APP201681,Personal Loan,Existing,676
APP201682,Nano Loan,SelfEmployed,577
APP201683,Personal Loan,Existing,652
APP201684,Nano Loan,SelfEmployed,548
APP201685,Personal Loan,Salaried,622
APP201686,Nano Loan,MicroBiz,525
APP201687,Personal Loan,SelfEmployed,722
APP201688,Nano Loan,SelfEmployed,614
APP201689,Nano Loan,MicroBiz,511
APP201690,Nano Loan,MicroBiz,706
APP201691,Nano Loan,Salaried,603
APP201692,Personal Loan,Existing,643
APP201693,Nano Loan,Informal,574
APP201694,Personal Loan,Salaried,741
APP201695,Nano Loan,SelfEmployed,560
APP201696,Nano Loan,SelfEmployed,608
APP201697,Nano Loan,Salaried,741
APP201698,Nano Loan,SelfEmployed,564
APP201699,Personal Loan,Salaried,751
APP201700,Nano Loan,SelfEmployed,688
APP201701,Personal Loan,Salaried,776
APP201702,Personal Loan,Salaried,573
APP201703,Personal Loan,SelfEmployed,694
APP201704,Personal Loan,Existing,528
APP201705,Nano Loan,MicroBiz,528
APP201706,Personal Loan,SelfEmployed,730
APP201707,Personal Loan,SelfEmployed,563
APP201708,Personal Loan,NewToCredit,705
APP201709,Nano Loan,Salaried,653
APP201710,Personal Loan,Salaried,720
APP201711,Nano Loan,Informal,516
APP201712,Personal Loan,MicroBiz,484
APP201713,Personal Loan,MicroBiz,585
APP201714,Personal Loan,Salaried,676
APP201715,Personal Loan,Salaried,674
APP201716,Nano Loan,Existing,731
APP201717,Nano Loan,SelfEmployed,589
APP201718,Nano Loan,SelfEmployed,647
APP201719,Nano Loan,Informal,569
APP201720,Nano Loan,Informal,709
APP201721,Nano Loan,MicroBiz,680
APP201722,Nano Loan,SelfEmployed,544
APP201723,Personal Loan,Existing,676
APP201724,Personal Loan,SelfEmployed,571
APP201725,Personal Loan,SelfEmployed,561
APP201726,Nano Loan,NewToCredit,655
APP201727,Nano Loan,Informal,598
APP201728,Nano Loan,Informal,460
APP201729,Personal Loan,NewToCredit,651
APP201730,Nano Loan,Informal,530
APP201731,Personal Loan,Existing,691
APP201732,Nano Loan,Salaried,608
APP201733,Nano Loan,Informal,514
APP201734,Nano Loan,MicroBiz,511
APP201735,Nano Loan,MicroBiz,687
APP201736,Personal Loan,Salaried,754
APP201737,Personal Loan,Salaried,692
APP201738,Nano Loan,SelfEmployed,619
APP201739,Nano Loan,Existing,729
APP201740,Personal Loan,SelfEmployed,728
APP201741,Personal Loan,Salaried,716
APP201742,Nano Loan,Informal,473
APP201743,Personal Loan,Salaried,801
APP201744,Nano Loan,Existing,556
APP201745,Nano Loan,MicroBiz,529
APP201746,Personal Loan,NewToCredit,728
APP201747,Nano Loan,SelfEmployed,507
APP201748,Nano Loan,MicroBiz,517
APP201749,Personal Loan,Salaried,736
APP201750,Nano Loan,Existing,611
APP201751,Nano Loan,NewToCredit,760
APP201752,Nano Loan,MicroBiz,526
APP201753,Nano Loan,Informal,571
APP201754,Personal Loan,MicroBiz,520
APP201755,Nano Loan,NewToCredit,566
APP201756,Nano Loan,Informal,445
APP201757,Personal Loan,Existing,630
APP201758,Nano Loan,Salaried,793
APP201759,Personal Loan,NewToCredit,659
APP201760,Nano Loan,Salaried,734
APP201761,Personal Loan,Existing,658
APP201762,Nano Loan,Existing,598
APP201763,Nano Loan,MicroBiz,604
APP201764,Personal Loan,Informal,391
APP201765,Personal Loan,Salaried,647
APP201766,Nano Loan,NewToCredit,633
APP201767,Nano Loan,Salaried,560
APP201768,Nano Loan,SelfEmployed,560
APP201769,Nano Loan,SelfEmployed,539
APP201770,Personal Loan,SelfEmployed,650
APP201771,Personal Loan,NewToCredit,618
APP201772,Nano Loan,Existing,657
APP201773,Personal Loan,Salaried,727
APP201774,Personal Loan,Salaried,869
APP201775,Personal Loan,SelfEmployed,675
APP201776,Personal Loan,NewToCredit,509
APP201777,Nano Loan,Existing,709
APP201778,Nano Loan,Salaried,719
APP201779,Nano Loan,MicroBiz,492
APP201780,Nano Loan,Informal,557
APP201781,Personal Loan,SelfEmployed,734
APP201782,Personal Loan,Existing,754
APP201783,Nano Loan,Salaried,752
APP201784,Personal Loan,Salaried,682
APP201785,Nano Loan,MicroBiz,664
APP201786,Nano Loan,MicroBiz,513
APP201787,Personal Loan,Salaried,715
APP201788,Nano Loan,NewToCredit,639
APP201789,Nano Loan,SelfEmployed,478
APP201790,Personal Loan,NewToCredit,559
APP201791,Personal Loan,Salaried,883
APP201792,Nano Loan,NewToCredit,574
APP201793,Nano Loan,Informal,434
APP201794,Personal Loan,MicroBiz,765
APP201795,Nano Loan,MicroBiz,552
APP201796,Nano Loan,SelfEmployed,655
APP201797,Personal Loan,Informal,630
APP201798,Personal Loan,SelfEmployed,541
APP201799,Nano Loan,MicroBiz,497
APP201800,Nano Loan,SelfEmployed,624
APP201801,Nano Loan,Informal,482
APP201802,Nano Loan,Salaried,730
APP201803,Personal Loan,SelfEmployed,569
APP201804,Nano Loan,Informal,589
APP201805,Personal Loan,SelfEmployed,572
APP201806,Nano Loan,Informal,456
APP201807,Nano Loan,Salaried,712
APP201808,Personal Loan,MicroBiz,520
APP201809,Nano Loan,Existing,651
APP201810,Nano Loan,Salaried,667
APP201811,Personal Loan,Salaried,786
APP201812,Nano Loan,MicroBiz,682
APP201813,Personal Loan,Existing,687
APP201814,Personal Loan,Salaried,769
APP201815,Personal Loan,Salaried,739
APP201816,Personal Loan,Salaried,590
APP201817,Personal Loan,Salaried,712
APP201818,Nano Loan,NewToCredit,758
APP201819,Personal Loan,SelfEmployed,689
APP201820,Personal Loan,Salaried,755
APP201821,Nano Loan,MicroBiz,459
APP201822,Nano Loan,Informal,546
APP201823,Nano Loan,SelfEmployed,624
APP201824,Nano Loan,Existing,704
APP201825,Personal Loan,SelfEmployed,550
APP201826,Nano Loan,MicroBiz,468
APP201827,Personal Loan,Informal,703
APP201828,Personal Loan,SelfEmployed,657
APP201829,Personal Loan,Existing,680
APP201830,Personal Loan,Salaried,777
APP201831,Personal Loan,Existing,605
APP201832,Nano Loan,SelfEmployed,446
APP201833,Nano Loan,SelfEmployed,623
APP201834,Nano Loan,SelfEmployed,680
APP201835,Nano Loan,MicroBiz,467
APP201836,Personal Loan,MicroBiz,518
APP201837,Personal Loan,SelfEmployed,733
APP201838,Nano Loan,Existing,584
APP201839,Nano Loan,Informal,537
APP201840,Personal Loan,Salaried,701
APP201841,Personal Loan,NewToCredit,647
APP201842,Nano Loan,MicroBiz,638
APP201843,Personal Loan,NewToCredit,712
APP201844,Nano Loan,Salaried,633
APP201845,Personal Loan,Salaried,663
APP201846,Nano Loan,SelfEmployed,682
APP201847,Nano Loan,MicroBiz,496
APP201848,Personal Loan,Existing,884
APP201849,Nano Loan,Existing,660
APP201850,Nano Loan,NewToCredit,594
APP201851,Nano Loan,MicroBiz,494
APP201852,Nano Loan,Existing,629
APP201853,Nano Loan,Existing,662
APP201854,Nano Loan,Informal,435
APP201855,Personal Loan,NewToCredit,510
APP201856,Nano Loan,Salaried,573
APP201857,Nano Loan,SelfEmployed,491
APP201858,Personal Loan,SelfEmployed,502
APP201859,Nano Loan,Existing,608
APP201860,Personal Loan,Salaried,795
APP201861,Nano Loan,Existing,615
APP201862,Personal Loan,Salaried,840
APP201863,Personal Loan,Salaried,716
APP201864,Nano Loan,Informal,463
APP201865,Nano Loan,MicroBiz,390
APP201866,Personal Loan,Salaried,733
APP201867,Nano Loan,Existing,581
APP201868,Nano Loan,MicroBiz,570
APP201869,Nano Loan,NewToCredit,661
APP201870,Personal Loan,Salaried,592
APP201871,Personal Loan,MicroBiz,608
APP201872,Personal Loan,Existing,714
APP201873,Personal Loan,SelfEmployed,566
APP201874,Nano Loan,Informal,326
APP201875,Personal Loan,SelfEmployed,755
APP201876,Personal Loan,Salaried,647
APP201877,Nano Loan,NewToCredit,579
APP201878,Personal Loan,Salaried,841
APP201879,Nano Loan,NewToCredit,572
APP201880,Nano Loan,Salaried,725
APP201881,Nano Loan,NewToCredit,670
APP201882,Nano Loan,SelfEmployed,505
APP201883,Nano Loan,Existing,731
APP201884,Personal Loan,Salaried,823
APP201885,Nano Loan,MicroBiz,665
APP201886,Nano Loan,Existing,779
APP201887,Personal Loan,Existing,638
APP201888,Nano Loan,SelfEmployed,624
APP201889,Personal Loan,Informal,588
APP201890,Personal Loan,Salaried,748
APP201891,Nano Loan,Salaried,714
APP201892,Nano Loan,SelfEmployed,706
APP201893,Personal Loan,SelfEmployed,515
APP201894,Personal Loan,SelfEmployed,541
APP201895,Personal Loan,Salaried,770
APP201896,Personal Loan,Informal,663
APP201897,Nano Loan,Salaried,675
APP201898,Personal Loan,NewToCredit,687
APP201899,Nano Loan,Existing,614
APP201900,Personal Loan,Existing,800
APP201901,Personal Loan,Salaried,680
APP201902,Nano Loan,NewToCredit,542
APP201903,Personal Loan,Salaried,739
APP201904,Personal Loan,Salaried,814
APP201905,Personal Loan,Existing,645
APP201906,Nano Loan,MicroBiz,498
APP201907,Nano Loan,SelfEmployed,725
APP201908,Personal Loan,Salaried,684
APP201909,Personal Loan,Informal,525
APP201910,Nano Loan,Existing,555
APP201911,Personal Loan,SelfEmployed,650
APP201912,Nano Loan,SelfEmployed,706
APP201913,Personal Loan,SelfEmployed,707
APP201914,Personal Loan,Salaried,713
APP201915,Personal Loan,SelfEmployed,691
APP201916,Personal Loan,Existing,642
APP201917,Nano Loan,Salaried,637
APP201918,Nano Loan,Salaried,733
APP201919,Personal Loan,MicroBiz,575
APP201920,Nano Loan,Salaried,767
APP201921,Personal Loan,Existing,678
APP201922,Nano Loan,Informal,631
APP201923,Nano Loan,Existing,679
APP201924,Personal Loan,NewToCredit,685
APP201925,Nano Loan,Informal,538
APP201926,Personal Loan,Existing,677
APP201927,Personal Loan,SelfEmployed,695
APP201928,Nano Loan,Informal,394
APP201929,Nano Loan,NewToCredit,519
APP201930,Personal Loan,Existing,751
APP201931,Nano Loan,SelfEmployed,714
APP201932,Personal Loan,MicroBiz,440
APP201933,Nano Loan,SelfEmployed,583
APP201934,Nano Loan,Informal,379
APP201935,Personal Loan,Salaried,686
APP201936,Personal Loan,SelfEmployed,621
APP201937,Nano Loan,Salaried,757
APP201938,Personal Loan,NewToCredit,613
APP201939,Nano Loan,MicroBiz,491
APP201940,Nano Loan,MicroBiz,699
APP201941,Personal Loan,Informal,549
APP201942,Personal Loan,SelfEmployed,732
APP201943,Personal Loan,Existing,775
APP201944,Personal Loan,Salaried,744
APP201945,Personal Loan,Existing,661
APP201946,Nano Loan,Informal,432
APP201947,Personal Loan,NewToCredit,623
APP201948,Personal Loan,Existing,777
APP201949,Personal Loan,Existing,730
APP201950,Personal Loan,Salaried,825
APP201951,Personal Loan,SelfEmployed,551
APP201952,Nano Loan,NewToCredit,518
